age,gender,height_cm,weight_kg,body_fat_percent,diastolic,systolic,grip_force,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,class
26,0,174.3,80.1,0.115,85,149,57.1,17.3,62,238,C
43,1,167.5,51.4,0.183,72,132,28.2,21.8,43,172,A
23,0,180.5,85.78,0.227,89,151,45,17.5,43,182,C
52,0,167.2,79.2,0.285,84,149,40.2,3.5,38,181,D
28,0,168.8,61.2,0.148,63,108,36.9,17.7,52,210,A
51,1,167.7,58.2,0.206,83,141,29.6,25,30,184,A
24,1,163.8,58.2,0.329,77,118,18.5,14,10,114,D
59,0,177.5,73.9,0.219,71,128,45.4,15.8,33,200,C
26,0,164.8,60.74,0.16,91,136,40.6,25.4,51,226,A
47,1,160.5,61.6,0.403,52,95,17.2,13,7,132,D
59,0,164.6,57.2,0.186,88,154,32.9,16.1,25,184,C
38,1,158.6,58.4,0.347,76,138,23.8,18.5,30,162,B
29,0,169.6,62.8,0.125,79,142,45.7,16.6,66,229,A
32,0,168.5,66.8,0.189,60,118,45.8,11.3,59,229,B
36,0,172.5,72.7,0.218,80,136,46.5,28,48,225,A
24,0,155.9,55.28,0.188,84,132,32.6,20.8,49,210,C
46,1,150,72.8,0.412,97,138,21.4,15,28,150,D
28,0,174.6,74.7,0.254,78,116,42.9,15.8,50,236,B
50,1,157.3,51.8,0.31,65,105,28.3,19.1,30,144,B
50,1,167.2,60.1,0.278,52,104,28.9,24,33,144,A
56,0,175.1,81.5,0.22,99,137,50.3,17.7,37,209,B
26,0,177.9,74.74,0.244,88,140,43.7,23,58,230,A
24,0,177.8,75.7,0.222,73,132,51.3,7.7,55,209,C
46,1,153.1,64.8,0.352,94,144,23.7,9.7,20,142,D
37,1,168.8,57.6,0.231,83,126,29.6,16.5,22,165,C
61,1,157.2,49.2,0.214,90,154,29.2,18.9,20,165,B
30,0,175.5,72.4,0.162,94,146,46,18.9,65,231,A
34,0,167.4,68.9,0.225,92,147,35.7,8.4,53,231,C
62,0,170,72.7,0.225,95,145,42.5,20.2,46,199,A
62,0,168.7,71.8,0.245,75,108,46.3,8.5,27,197,D
22,0,164.2,60.8,0.157,89,134,47,8.9,53,199,C
54,1,169.1,51.9,0.219,84,135,28.9,15.7,26,157,B
36,0,172.4,67.7,0.121,43,88,45.8,30.2,46,244,A
48,1,155.2,64.6,0.326,57,108,24.1,17.5,28,150,D
40,0,181.6,78.7,0.213,85,123,42.2,0.4,44,224,D
49,0,169.7,67.74,0.205,89,156,38.7,17.9,49,205,A
24,0,176.7,76.6,0.204,85,156,44.1,12.7,58,195,C
46,1,165.5,58,0.1021084,91,157,29.1,27.6,54,181,A
37,1,155.7,53.8,0.301,97,143,14.4,-4.5,22,100,D
30,0,174.2,70.1,0.15,75,121,52.5,13.6,47,248,B
60,0,180,84.1,0.273,88,124,45.2,19.8,28,161,B
30,0,180.7,86.6,0.177,73,128,49.7,23.9,43,239,B
23,1,155.5,46.5,0.252,57,101,20.8,7.5,24,165,D
53,0,165.5,72,0.28,96,154,40.9,-4,27,196,D
43,0,173.8,85.5,0.286,98,153,44.6,9.6,41,208,D
22,1,160.1,54.4,0.258,64,98,23.4,18.2,37,166,B
46,0,179,78.4,0.208,92,150,45.3,17.6,35,181,C
30,0,171.3,70.1,0.154,69,118,44.6,26.5,50,238,A
34,0,182.4,90.3,0.177,71,123,52,13.8,38,213,C
45,1,161.7,53.7,0.271,73,124,16.9,14.6,33,144,C
26,1,165.6,48.6,0.16,78,111,26,22.4,40,161,A
61,1,155.8,59.7,0.343,72,111,24.9,21,21,125,C
25,1,172.5,58.2,0.267,75,120,22,9.6,24,160,C
42,0,187.1,92.4,0.239,99,150,43.1,28.3,44,223,C
62,0,169.1,65.3,0.292,97,153,36,14.8,22,152,D
51,0,168.1,75.4,0.24,86,146,44.4,10.1,45,199,B
23,0,181.2,83.6,0.231,81,129,46.2,18.8,62,221,B
51,0,181.9,96.9,0.204,96,150,56.1,12,30,204,D
46,1,147.6,49.2,0.205,80,134,31.2,16,32,170,B
57,1,149,54.4,0.375,75,130,24.9,7,20,105,D
50,1,162,61,0.262,72,124,27.2,4,16,110,D
21,1,155.1,41.56,0.218,72,124,23.4,14.6,46,169,C
31,0,182.2,72.9,0.203,78,134,36.2,0.7,43,180,D
43,1,164.1,58.1,0.241,74,113,27.36,11.5,28,179,C
35,0,173,67.9,0.154,70,120,45.6,16.8,50,246,C
37,1,162.7,71.3,0.3,75,116,28,2.7,16,159,D
50,0,169.3,78.3,0.253,70,121,31.9,2.8,45,190,D
23,0,163.1,70.3,0.232,88,152,39.5,14.1,56,200,D
28,0,175,61.1,0.172,89,137,41.3,-0.2,39,210,D
57,1,151.4,58.9,0.337,76,113,22.6,6.8,28,148,D
27,0,177.3,75.88,0.154,72,141,48,20.7,50,226,B
40,0,169.1,66.7,0.262,96,144,36.9,14.4,27,171,D
34,0,176.8,75.3,0.198,79,140,43.1,6.2,56,221,C
52,1,170.6,67.9,0.257,86,142,25.5,24.7,45,167,B
23,1,161.7,58.4,0.216,80,123,34.7,24.7,51,190,A
21,1,157.3,57.9,0.298,73,114,27.1,19.9,42,199,A
25,0,175.8,84.6,0.288,84,146,36.8,15.2,37,162,D
61,0,172.9,75,0.237,69,136,36.8,14.8,37,175,C
27,1,161,52.6,0.217,69,116,26.7,27.3,35,176,A
30,0,174.4,68.6,0.123,88,145,45.5,18.6,56,234,A
24,1,155.4,48,0.302,60,118,19.7,17,19,133,D
48,1,155.4,51.02,0.279,68,101,20.6,11.6,15,119,D
63,1,151.4,45.8,0.162,94,134,23.8,23.7,22,127,A
28,0,170.9,78.8,0.208,83,131,45.6,15.3,49,227,C
31,0,180.3,73.3,0.145,74,118,53,14.4,54,207,B
60,0,171.7,77.6,0.155,95,143,45.9,27.9,50,211,A
45,0,187.5,108.1,0.27,89,140,45.5,6.7,42,220,D
23,0,172,88.7,0.27,85,134,42.3,17.9,29,185,D
49,0,166.5,69.1,0.181,89,159,45.8,15.8,36,189,B
64,0,169.2,76.6,0.173,86,160,44.6,14.8,46,165,A
26,0,167.3,71.8,0.15,62,146,35.9,18,54,245,A
64,1,157,56.7,0.353,86,144,27.8,12.6,5,89,D
21,1,156.9,60.6,0.258,70,104,30.1,22,54,192,A
24,0,178.6,88.2,0.24,95,156,40,12.8,62,242,C
43,0,176.4,75.1,0.243,76,128,43,21.5,32,193,C
28,0,175.3,82.8,0.23,92,147,45.9,14.6,62,205,B
41,1,158.2,55.2,0.257,78,120,22.3,1,29,153,D
26,0,178,67.4,0.176,91,128,43.7,20.9,58,229,A
51,0,174.3,59.1,0.144,84,136,53.2,9.7,37,211,B
40,0,176.5,72.8,0.138,81,132,47.9,23.9,57,238,A
35,0,174.3,65.9,0.164,81,130,40.4,18,50,180,A
39,0,179.3,86.7,0.255,76,123,35.1,-1,27,193,D
52,1,149.4,50.7,0.284,80,120,22.7,19.6,28,147,A
28,0,175.2,79,0.232,73,128,42.9,20.2,52,200,A
50,0,170.9,90,0.318,91,146,33.7,15.2,39,213,D
48,0,164,54.5,0.168,94,158,35.9,11,36,197,B
24,0,182,88.2,0.181,70,130,44.9,28.5,51,245,C
38,0,171.3,65.1,0.158,62,114,35.2,21,43,202,B
63,0,162.4,62.4,0.257,68,152,18,1.6,14,135,D
56,1,153.5,46.3,0.2,63,123,24.1,17.1,28,145,B
58,0,170.7,70,0.225,77,118,40.6,12.5,30,179,B
41,0,184.3,78.7,0.153,89,152,50.8,22.8,60,244,A
52,1,156.2,64.5,0.326,90,139,30.6,22.8,25,143,B
22,0,174.8,74,0.204,73,122,37.4,17.4,56,252,B
22,0,182.5,82,0.161,76,123,51.5,16,50,237,C
34,0,175.7,80,0.239,74,123,46.5,19.5,48,221,A
29,0,174.6,71.4,0.146,92,155,46.5,19,51,233,A
27,0,176.6,75.8,0.107,77,127,49.7,21.3,58,244,A
31,1,163.6,61.8,0.36,95,131,27.4,19.3,15,162,D
40,0,181,73.8,0.132,67,119,53.8,20,60,230,B
28,0,177.7,84.9,0.137,80,139,52.3,17.7,40,237,C
29,1,157.6,48.8,0.321,81,122,23,20.7,38,160,A
22,0,177.4,84.5,0.092,58,116,43.9,14.3,53,255,B
21,1,162.2,55.3,0.249,84,131,28.5,24.2,46,207,A
51,1,156.8,64.5,0.371,95,138,25.4,16.6,32,145,B
25,0,187.1,86.5,0.089,82,137,53.9,17,67,247,A
34,0,176.4,89.8,0.168,93,133,54.7,23.5,60,232,B
63,1,158.3,54.76,0.289,80,120,27.6,19.4,23,142,B
43,0,166.3,73,0.292,82,126,37.9,4.2,44,219,D
25,1,163.1,53.2,0.278,75,125,29.8,20,26,156,C
41,1,152.8,48.62,0.232,68,111,27.3,20,37,173,A
28,0,165.3,69.5,0.219,75,125,49.2,11.1,50,218,B
23,1,159.2,47.7,0.26,91,131,23,28,44,185,C
28,0,171.4,72.2,0.142,83,138,53,15,62,260,A
31,0,173.5,88.2,0.229,74,120,48.8,22,48,210,C
55,0,178,65.9,0.156,71,125,40.3,13,30,186,B
41,0,177.9,85.9,0.136,66,144,46.4,17.5,58,231,C
57,0,163.2,61.2,0.264,92,143,35.7,9.5,31,173,C
52,1,165,51.6,0.278,75,131,24.8,11.5,9,90,D
22,1,156.9,49.2,0.211,78,106,24.5,29.5,40,165,A
44,1,158.5,66.9,0.313,84,125,34.8,24.6,36,200,A
55,0,175.9,74.2,0.159,96,145,48.1,18,45,213,B
57,1,161.3,57.4,0.282,79,114,22.3,27,36,160,A
26,0,179.9,76.4,0.143,78,154,56.4,20.2,50,235,B
56,0,167,65.9,0.248,94,156,38.8,20.5,37,175,A
46,0,167.2,68.8,0.245,77,119,46.7,11,43,213,B
28,1,167.5,58.7,0.219,68,134,30.4,17.6,38,195,B
22,0,165.1,60.1,0.122,64,115,28.6,16.1,58,243,A
41,0,170.1,60.6,0.144,96,142,38.6,13.7,43,222,B
33,0,163.5,54.8,0.185,77,122,42.9,18.3,39,209,C
32,0,191.7,90.2,0.11,73,137,58.8,15.4,52,251,A
59,0,168.1,66.3,0.156,97,151,40,12,44,216,B
27,0,168,70.8,0.125,70,120,59.4,17.8,70,269,A
22,0,184.6,90.6,0.233,64,125,47.7,22.3,58,217,B
27,0,186.7,75.8,0.162,69,125,40.1,8.9,48,223,C
22,1,160.3,49.5,0.272,92,132,19.9,27.4,38,144,B
28,1,162.2,55.3,0.302,88,135,26.5,24.4,38,160,B
31,0,174.1,76.9,0.202,73,122,44.4,12.3,59,212,B
28,0,168.7,86.2,0.357,81,134,38.6,1.5,44,196,D
26,0,177.3,78.4,0.17,77,146,52.3,22.4,57,243,A
41,0,179,85.5,0.243,89,136,50.3,6.5,39,255,C
22,0,170,66,0.179,92,125,40.6,19.2,61,204,C
23,0,175.1,72.7,0.158,77,143,37.5,-6.44,48,212,D
34,0,174.3,57.8,0.185,85,130,30.4,5,23,162,D
60,0,174,73.3,0.229,93,158,43.4,19.6,32,211,A
22,0,157.8,62.2,0.2,77,124,39.4,18.1,49,195,B
40,0,185.6,79.4,0.156,73,116,50.5,17.7,44,229,A
29,0,181.1,84.44,0.21,96,156,53.8,23.3,58,240,B
21,1,158.9,65.2,0.394,81,122,28.2,20.1,33,184,D
60,0,165,55.7,0.208,86,140,37.2,12.1,32,180,A
24,0,176,78.4,0.213,98,143,47.4,22.5,49,211,C
54,0,161.6,59.3,0.176,69,125,32.5,16.5,44,184,B
60,0,162.1,66.3,0.242,72,125,33.7,15.9,38,158,B
51,0,168.9,70.4,0.263,81,136,38,13.1,29,176,C
29,0,170.5,66.8,0.19,75,124,49.8,8.9,39,230,C
21,0,171.2,71.8,0.258,76,116,36.5,8,37,175,D
61,0,169.7,65.1,0.213,94,157,36.5,15.6,40,221,B
58,1,163.5,62,0.347,73,159,20.7,20.9,50,119,C
49,0,173.2,76.1,0.284,97,153,39.1,-14,2,149,D
37,0,181,84.7,0.166,98,152,53.9,20.5,53,247,B
50,1,168.2,56.5,0.316,71,123,17.4,7.9,16,140,D
28,0,169.7,78,0.327,78,137,32.1,13.1,40,169,D
42,0,173.1,68.6,0.186,85,128,40.3,6.8,32,205,C
24,0,176.3,78.04,0.209,86,143,49.2,12.2,52,236,C
60,0,171.3,65,0.126,91,154,38.6,12.5,47,200,A
32,0,174.2,77.9,0.203,93,159,44.4,13.4,41,223,C
24,0,178.5,84.4,0.231,67,128,47.5,17,47,250,D
21,1,158.2,58.6,0.307,59,108,13.6,17.7,17,155,D
31,0,174.3,72.7,0.114,69,122,60.9,16.8,60,256,A
27,1,166.4,53.6,0.235,60,108,23.3,20.2,44,154,B
25,1,160,48.9,0.221,76,125,26.9,23.6,44,200,A
55,0,163.7,66.9,0.217,77,137,30.1,10.5,20,177,D
43,0,167.1,61.3,0.184,69,148,41.8,16.9,52,223,A
27,0,174.6,66.3,0.133,93,147,58.6,17,53,244,A
26,0,168.1,68.2,0.138,49,96,48.4,17.5,62,227,A
29,0,162.2,73.2,0.2,94,154,50.8,14.5,36,210,D
26,1,168.9,59.9,0.301,79,127,24.8,13.8,38,171,B
29,0,181.6,74.94,0.177,80,137,48.2,16.1,49,231,B
24,0,168.4,64.74,0.148,73,149,47.4,10,44,225,C
42,0,176.8,76.7,0.261,79,121,47.7,-3.4,26,174,D
21,0,178,71.7,0.204,78,117,39.9,5.3,54,179,D
22,1,163,51.5,0.237,82,139,28,28,34,164,B
57,1,152.4,55.2,0.31,74,102,25.8,18.7,25,100,B
21,0,174.2,74.1,0.197,81,110,40.3,17.5,58,234,A
22,0,167.7,71.4,0.199,66,122,48.9,24.6,55,250,A
37,0,178.5,75,0.154,66,124,60,18.2,51,240,C
23,0,169.5,77.1,0.247,73,125,47.1,16.2,43,193,C
60,1,156.5,55.1,0.356,67,108,23.8,27.3,20,124,A
32,0,173.2,71,0.147,71,103,54.2,18.4,55,244,A
28,0,175.9,80.8,0.25,81,120,46.7,16.3,44,239,D
52,1,151.4,59.6,0.396,82,140,19,7.9,6,118,D
60,1,152.9,51.3,0.288,85,140,16.9,25.8,44,156,B
46,0,176.7,68.6,0.198,86,150,43.2,-0.6,26,225,D
62,0,168.1,73.9,0.175,97,151,46.9,22,43,194,A
29,0,174.6,69.4,0.219,83,141,36,15.1,44,220,C
30,0,185.4,88.6,0.176,97,149,51.3,1.9,61,227,D
27,0,177.5,77.6,0.231,81,120,44.7,21,46,258,C
21,1,160.2,56.86,0.164,80,120,30.5,29.1,44,189,A
25,1,166.2,60.9,0.265,98,150,32.6,29.2,55,205,A
34,0,170.7,53.7,0.116,89,139,36.9,18.1,48,199,B
59,1,152.5,52.3,0.318,59,109,20.9,20.9,13,128,C
43,0,163.8,72.5,0.227,63,110,39.3,15.3,44,206,C
24,0,178.3,67.1,0.097,63,117,44.4,17.4,57,239,A
45,1,159.2,51.2,0.153,94,129,27.3,28.9,56,198,A
43,1,158.3,54,0.191,69,107,26.6,23.1,42,154,A
28,0,182.6,71.7,0.102,72,133,43.3,18.1,62,269,A
53,1,158.8,62.9,0.301,99,136,28.3,26.2,34,162,A
41,0,169.3,54.4,0.249,96,148,31.8,-2.6,25,159,D
22,0,172.1,63.8,0.112,62,107,38.3,16.7,60,225,B
24,0,179.6,65.6,0.139,67,105,41,10.5,45,215,C
50,0,173.2,84.1,0.32,75,118,38.6,12,22,197,D
21,0,168.8,58.9,0.166,70,104,40.7,10.4,44,235,C
56,1,169,62.9,0.295,68,114,24.4,14.1,17,138,C
25,0,168.3,72.4,0.169,98,151,45.7,23.5,56,215,A
42,0,171.7,70.5,0.211,86,144,47.7,16.5,47,216,A
61,1,155.5,53.8,0.304,77,155,21.5,23.4,28,136,A
46,0,165.8,65,0.147,95,148,33.7,11.1,45,185,B
30,0,168.4,56.5,0.152,68,119,34.6,8.3,57,232,C
25,1,158.9,51.8,0.283,76,120,22.5,23.1,31,158,B
49,1,158.3,55.3,0.205,76,129,30.1,20,36,154,A
21,1,163.5,47.5,0.19,74,110,24.5,15.3,27,153,C
56,0,167,72.2,0.248,88,150,40.2,19,48,202,B
32,0,181.2,87,0.24,95,154,48.9,20.2,68,239,C
29,1,157.2,47.9,0.227,66,113,28.6,19.5,40,157,A
22,1,159.3,52.6,0.269,83,140,20.5,22.4,31,168,B
62,0,162,73.1,0.347,93,158,28.5,6.1,15,113,D
21,0,181.9,76.6,0.244,77,146,49.2,21.6,47,226,D
33,1,163.5,50.1,0.209,64,112,30.3,23.5,33,154,A
55,0,171.3,82.34,0.263,85,151,45.1,11,30,189,B
44,1,165.7,57.1,0.213,91,119,21.7,30.3,50,187,A
23,0,177.1,66.7,0.13,77,127,39.7,15.5,57,205,C
49,0,168.1,64.1,0.189,90,157,40.3,16.9,41,198,B
22,0,172.8,73.8,0.205,65,124,39.6,15.2,51,211,B
41,1,164.1,67,0.365,83,119,20.6,5.6,2,87,D
51,1,155.7,50.4,0.245,74,107,18.8,19.2,34,135,D
26,0,175.3,70,0.193,98,148,40.3,16.3,49,246,B
43,1,157,54,0.232,70,114,21.6,14.5,39,140,C
27,0,176.9,98.8,0.273,99,140,45.3,16.9,40,202,D
26,1,168.7,59.1,0.243,72,113,26.4,29.8,39,191,A
63,1,151,55,0.327,70,113,24.1,25.5,28,135,A
24,0,181.6,75.82,0.035,65,126,45.1,8.3,38,254,D
22,0,172.8,64.7,0.189,75,137,36.4,14.2,47,243,D
37,1,159.4,53.8,0.199,65,110,26.7,21.1,22,142,C
31,0,178.8,97,0.274,84,139,44,4.9,51,222,D
29,1,160.7,48.4,0.228,62,120,25.4,0.4,29,149,D
30,0,169.4,73.9,0.203,66,119,38.1,10.6,46,200,B
52,1,154.5,54.4,0.37,70,112,21.7,20.8,21,134,B
53,0,172.2,59.5,0.222,88,135,37.7,18.4,39,196,A
21,1,172.4,67.7,0.225,78,120,33.4,23.7,66,234,A
29,1,156.7,52.2,0.262,65,103,22.3,19,31,172,B
41,1,159.6,53.5,0.306,74,119,26,14.5,45,151,C
23,0,174.2,67,0.162,76,124,35.5,-9.3,35,190,D
60,0,165.9,76.8,0.246,84,146,40.7,7.1,29,192,B
32,0,182.4,91.7,0.237,84,154,65.8,21.3,47,231,B
55,0,171.1,76.4,0.242,78,135,41.2,-0.2,35,183,D
34,0,166.4,63.2,0.223,97,153,37,21,35,230,C
51,1,157.2,46.3,0.171,92,137,24.1,19.5,33,162,A
26,0,169.4,69.7,0.237,72,122,41,11.3,29,222,D
35,0,178.7,82.5,0.222,75,121,50.9,16.9,53,233,B
28,0,169.6,69.6,0.2875584,95,144,40.6,13,43,202,D
23,0,177.4,73.62,0.122,76,154,43.5,22,64,271,A
23,1,161.3,66.4,0.359,78,134,26.8,21.2,52,166,A
39,0,181.5,70.1,0.132,78,120,39.4,21.5,46,226,B
21,1,173.7,62.5,0.227,70,113,24.3,27.4,52,190,C
22,1,153.2,58.6,0.227,66,103,24.2,27.9,39,161,B
49,0,170.3,89.1,0.261,83,121,57.7,14.6,47,211,B
25,0,171.7,73.8,0.179,87,159,36.8,19.4,44,228,C
21,0,170,61.7,0.181,68,125,37.5,13.6,48,226,B
28,1,160.7,63,0.331,84,124,28.9,11.4,32,177,C
60,0,170,76,0.239,83,125,44.5,18.3,27,197,B
24,1,162.3,59.3,0.297,66,109,22.7,20.6,32,138,D
33,0,184.9,104.3,0.275,94,127,53.9,6.5,46,220,D
62,0,164.2,68.96,0.213,85,157,37.3,14.2,20,163,C
60,0,169.4,68,0.159,81,137,43.3,14.1,40,207,A
27,1,165.5,67.6,0.22,72,115,38,26,47,162,B
37,0,177,74,0.185,84,132,48.6,22.1,53,220,A
29,1,168.8,63.82,0.188,71,129,29.4,20,45,203,B
32,0,170.4,77.5,0.191,79,126,50.7,13.3,50,209,B
21,1,170.3,63.2,0.215,71,111,38.1,31.8,43,230,A
50,1,161.5,52,0.179,42,82,24.5,30.2,25,163,A
25,1,164.5,68.5,0.387,76,123,33,21.3,51,167,A
50,1,163.7,58.2,0.256,65,119,26.8,28.1,42,158,A
26,1,161.6,53.3,0.1902328,76,121,29.2,20.4,30,189,B
33,0,175.6,72.9,0.169,93,140,58.1,24.5,53,240,A
26,0,167,60,0.126,72,148,33.7,14.9,50,214,C
59,1,162.6,52.98,0.245,78,152,24.6,13.7,15,152,C
30,0,173,86.5,0.235,89,144,59.6,20.7,69,257,A
30,1,161.9,46.8,0.194,66,112,25.3,20,41,188,A
58,1,168.6,92.9,0.45,91,134,27.2,-16,0,73,D
29,1,163.8,46.7,0.218,74,122,22.4,16,42,170,B
25,0,170.8,83.9,0.253,89,149,48.8,17.6,46,217,B
26,0,181.8,82.56,0.239,95,158,47.7,13.9,49,200,B
28,0,176.7,85.8,0.257,80,138,41.8,9.2,40,240,D
45,1,165.5,54.1,0.215,79,128,23.1,21.8,34,158,A
37,0,180.2,77.2,0.244,81,155,37.8,0.5,32,203,D
60,0,172.4,66.5,0.265,78,118,38.4,10.9,21,161,C
46,0,172.3,56.3,0.32,98,148,32,16,29,198,D
52,1,160,60.5,0.335,98,153,22.4,19.5,22,177,C
29,1,157.3,45.3,0.236,68,109,23.9,25.2,37,196,C
24,0,187.6,69.5,0.075,80,146,48.3,5,57,240,D
28,0,175.2,67.2,0.145,83,137,51.1,12.8,50,235,B
35,0,168.1,85.6,0.28,88,144,54,11.7,52,202,B
63,0,173,78,0.237,70,133,42.8,13.2,25,190,C
60,0,171.6,73.5,0.207,88,153,46.7,17.4,40,211,A
50,0,178.2,88.4,0.234,85,146,54.9,19.3,51,0,C
52,0,157.8,62.9,0.22,76,119,36,18.4,43,216,B
57,1,156.8,60.9,0.362,82,133,19.7,16.3,9,113,C
23,0,170.1,62.2,0.098,97,141,39.6,18.5,55,214,B
62,0,163.3,59.84,0.179,67,113,31.1,23.2,36,201,B
31,0,170.6,68.3,0.258,98,157,38.2,13,14,202,D
53,0,167.7,100.1,0.399,92,136,35.1,-4.4,21,162,D
45,1,156.6,60.6,0.297,75,139,23.3,-4.5,20,128,D
33,1,167.4,69.9,0.364,71,132,28.5,20.6,34,166,B
44,0,172.6,75.9,0.206,81,123,51.8,6.1,39,220,C
28,0,178.7,81.9,0.269,65,124,47,0.1,26,216,D
25,0,171.6,67.1,0.125,70,127,43.7,16.4,69,222,B
33,1,163.5,58.1,0.226,83,120,31.4,24.8,35,146,A
50,1,155.7,87.3,0.46,89,128,23.5,15.7,0,123,D
36,1,164.8,58.8,0.258,63,114,27.2,19.3,30,162,B
22,0,179.1,74.7,0.132,71,121,40.9,21.2,62,259,B
29,1,163.5,52.2,0.228,61,109,26.4,25.7,44,174,A
43,0,175.4,81.8,0.24,80,119,42.7,8.3,38,209,C
22,0,173.5,71.18,0.184,64,115,39.1,14.1,50,214,B
27,0,181.1,60.9,0.108,72,128,38.5,7.3,38,228,C
22,0,175.9,90.7,0.214,74,120,45.4,13,55,248,B
23,0,181,69.4,0.1,79,144,45.7,3.8,52,252,D
23,0,173.6,85.7,0.237,91,146,51.3,9.1,41,249,D
64,0,174.6,65.3,0.172,77,128,38.3,11.8,27,158,C
60,0,179.9,81.3,0.246,76,135,45.6,9.8,35,196,B
40,1,154.9,48.8,0.249,68,103,21.4,15.3,31,158,B
36,0,179.2,79.5,0.167,76,137,40.6,20.8,58,245,C
64,0,170.7,62.2,0.203,78,117,38.8,16.4,19,200,C
25,0,177.5,69.7,0.125,81,135,51.7,14.9,47,216,B
64,0,172.1,72.88,0.218,86,155,34.1,15.2,39,153,C
60,1,152.3,52.5,0.265,67,156,28.3,24.9,28,159,A
60,1,155.8,69,0.388,113,178,30,17.3,24,123,D
23,1,159.8,52.7,0.17,72,117,26.9,25.4,61,195,A
30,0,170.6,70.7,0.214,93,144,38,8.7,42,217,C
24,0,179.6,80.9,0.286,82,129,41.3,-8.3,40,187,D
31,0,173.7,78.4,0.254,98,140,52.3,14.8,56,218,A
56,1,158.7,63.7,0.355,92,154,24.8,2,10,130,D
60,0,168.6,81.7,0.226,83,134,47.9,12.9,32,200,B
26,0,179.4,73.8,0.167,72,133,38.8,9,50,197,D
56,1,162.1,55.1,0.283,72,125,26,22.6,23,130,A
55,1,154.7,50.6,0.199,70,123,19.5,18.8,20,142,C
41,0,176.9,71.1,0.269,79,134,42.6,-7,32,173,D
48,0,159.7,59.4,0.189,76,122,42.1,14.5,50,228,A
33,1,166,58.1,0.252,89,130,34.6,14.2,31,175,B
47,0,172.8,81.7,0.248,77,122,43.6,7.5,41,189,C
21,1,160.3,61,0.36,69,116,12.4,-1.7,32,101,D
57,1,154,59.6,0.408,76,132,22.4,7.4,0,116,D
28,0,170.6,74.9,0.218,71,140,37.5,16.3,59,237,A
30,1,164.1,50.9,0.182,68,122,22.3,16.3,28,102,B
50,0,166.7,68.8,0.229,83,116,44.9,6.7,30,166,C
58,0,174,69.6,0.193,75,133,35.6,10.1,40,191,C
30,1,164.2,58.9,0.358,82,120,22.5,2.9,0,120,D
25,1,163.1,53.4,0.254,66,111,24.8,19.3,44,185,A
37,1,168.2,54.1,0.284,82,125,22.6,17.7,18,158,D
29,1,166.3,53.6,0.272,96,131,30.2,18.5,49,198,B
27,0,165.3,63.1,0.141,81,130,47.8,6,62,186,C
35,1,166.6,64.4,0.291,71,113,24.9,18.8,19,112,C
30,0,179.8,80.6,0.225,83,133,40,16.1,54,220,C
28,0,179.7,69.9,0.141,86,152,53.4,27.2,59,225,A
38,1,171.4,56.3,0.296,57,96,23.4,-11.1,20,140,D
39,1,162.2,54.4,0.191,77,136,29.4,26.7,43,179,A
53,0,173.7,64.7,0.128,80,127,40.5,19.4,43,215,A
28,0,178.4,71,0.146,99,151,44.1,4.2,60,208,D
59,0,165.4,70.2,0.256,95,150,41.8,8.5,35,192,D
60,1,155.6,55.4,0.335,87,153,17.4,14.5,0,116,D
24,1,159.9,52.7,0.214,80,120,24.4,23.8,48,200,A
26,0,169.7,58.5,0.13,61,108,47.3,16,52,203,C
60,0,174.6,70.4,0.237,98,136,40.1,11.8,54,192,A
58,1,157.9,67.9,0.418,95,159,23.9,18.8,13,99,D
28,0,176.7,93.8,0.389,87,138,43.6,3,35,178,D
32,0,176.9,78.3,0.129,67,112,55.5,16.3,54,248,A
22,1,169.1,62.6,0.243,82,136,33.2,17,17,175,D
39,1,152.3,57.6,0.346,82,126,25.4,6.3,12,150,D
48,0,168,76.3,0.238,87,146,45.2,9.3,33,182,C
29,1,161.3,52,0.193,71,128,30.9,30.3,38,164,B
32,1,158.8,55.9,0.288,68,119,28.5,21,49,169,A
39,1,150.2,60.9,0.37,65,111,19.2,14,31,149,D
26,0,177,69.5,0.112,71,128,51.4,20,65,279,A
63,0,168.2,67.8,0.23,84,158,41.8,5.2,30,193,C
49,0,172.1,80.6,0.172,89,129,49.7,15.7,51,233,C
22,0,170.8,86.9,0.294,89,155,41.2,9.4,48,199,D
21,0,169,70.56,0.195,67,130,43.8,15.8,53,184,B
38,1,156.2,46.4,0.287,65,101,24.5,15.4,6,139,D
56,1,155.9,50.7,0.299,87,151,24.5,15.1,23,123,C
60,0,169.8,77.5,0.293,90,146,39.9,11.9,40,168,B
58,1,165.4,65.6,0.354,92,147,30.6,20.1,22,120,B
62,1,161.2,58.1,0.321,75,154,27.6,12,7,108,C
21,1,158.4,51.7,0.284,76,115,25.1,20.1,52,168,C
57,0,168.1,68.2,0.233,88,142,33.9,1.4,36,181,D
62,1,154.5,47,0.272,74,144,24.7,16.5,18,123,B
22,0,171.9,54.8,0.177,72,115,35,2.3,24,183,D
22,0,184,83.2,0.171,80,121,41.5,7.5,53,245,D
35,0,177.8,75.7,0.162,81,128,48.1,19.1,47,244,A
43,1,158.6,53.4,0.225,82,145,23,20.3,50,174,B
22,1,156,53,0.301,69,112,25.8,17.4,50,183,B
32,0,171.5,71.9,0.155,60,120,47.5,15.7,47,238,A
