Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.69,6,4.107,86.247,2/13/2019,13:59,Cash,6.3
638-60-7125,A,Yangon,Normal,Male,Electronic accessories,99.56,8,39.824,836.304,2/14/2019,17:03,Credit card,5.2
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2/14/2019,17:29,Cash,5.2
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26,Credit card,8.9
528-14-9470,A,Yangon,Member,Female,Health and beauty,91.3,1,4.565,95.865,2/14/2019,14:42,Ewallet,9.2
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,122.472,2/14/2019,12:42,Ewallet,6
853-23-2453,B,Mandalay,Member,Female,Health and beauty,75.74,4,15.148,318.108,2/14/2019,14:35,Cash,7.6
109-86-4363,B,Mandalay,Member,Male,Sports and travel,60.08,7,21.028,441.588,2/14/2019,11:36,Credit card,4.5
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2/14/2019,15:04,Cash,6.2
233-34-0817,C,Naypyitaw,Member,Male,Electronic accessories,98.84,1,4.942,103.782,2/15/2019,11:21,Cash,8.4
246-11-3901,C,Naypyitaw,Normal,Male,Electronic accessories,32.8,10,16.4,344.4,2/15/2019,12:12,Cash,6.2
431-66-2305,B,Mandalay,Normal,Male,Electronic accessories,88.25,9,39.7125,833.9625,2/15/2019,20:51,Credit card,7.6
227-78-1148,B,Mandalay,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,2/15/2019,12:44,Cash,8.4
497-36-0989,A,Yangon,Normal,Female,Fashion accessories,51.94,3,7.791,163.611,2/15/2019,15:21,Cash,7.9
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2/15/2019,12:31,Cash,8.1
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,14:53,Credit card,6.6
152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2/15/2019,13:30,Credit card,9.5
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.1,3,10.065,211.365,2/15/2019,10:36,Cash,7.5
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2/15/2019,14:15,Credit card,4.5
234-36-2483,B,Mandalay,Normal,Female,Health and beauty,57.59,6,17.277,362.817,2/15/2019,13:51,Cash,5.1
372-94-8041,A,Yangon,Normal,Female,Health and beauty,15.26,6,4.578,96.138,2/15/2019,18:03,Ewallet,9.8
400-80-4065,C,Naypyitaw,Member,Female,Health and beauty,68.55,4,13.71,287.91,2/15/2019,20:21,Credit card,9.2
556-41-6224,C,Naypyitaw,Normal,Female,Health and beauty,33.64,8,13.456,282.576,2/15/2019,17:10,Credit card,9.3
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2/15/2019,20:21,Cash,7.7
136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2/15/2019,17:01,Credit card,6.4
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77,5,4.4425,93.2925,2/15/2019,12:42,Credit card,5.4
285-68-5083,C,Naypyitaw,Member,Male,Sports and travel,24.74,3,3.711,77.931,2/15/2019,17:47,Credit card,10
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,2/15/2019,17:38,Credit card,5.2
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,2/16/2019,15:53,Ewallet,5.5
133-77-3154,B,Mandalay,Member,Female,Fashion accessories,60.18,4,12.036,252.756,2/16/2019,18:04,Credit card,9.4
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2/16/2019,17:30,Ewallet,4.9
598-06-7312,B,Mandalay,Member,Female,Fashion accessories,91.35,1,4.5675,95.9175,2/16/2019,15:42,Cash,6.8
895-03-6665,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2/16/2019,10:52,Cash,4.2
873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,8.687,182.427,2/16/2019,10:33,Credit card,7.1
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.71,6,14.313,300.573,2/16/2019,14:19,Ewallet,4.4
241-72-9525,B,Mandalay,Normal,Male,Sports and travel,51.91,10,25.955,545.055,2/16/2019,12:21,Cash,8.2
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,2.9525,62.0025,2/17/2019,18:06,Cash,9.4
590-83-4591,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.235,550.935,2/17/2019,14:40,Credit card,8.8
636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,2/17/2019,11:15,Ewallet,9.9
785-96-0615,B,Mandalay,Member,Male,Electronic accessories,35.74,8,14.296,300.216,2/17/2019,15:28,Ewallet,4.9
788-21-5741,A,Yangon,Normal,Female,Fashion accessories,45.38,3,6.807,142.947,2/17/2019,13:34,Credit card,7.2
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.7975,2/17/2019,19:57,Credit card,5.5
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2/17/2019,11:12,Credit card,7.4
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2/17/2019,17:27,Credit card,9.1
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,2/17/2019,16:27,Cash,4.2
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2/17/2019,17:09,Cash,4.1
123-35-4896,C,Naypyitaw,Normal,Male,Sports and travel,46.66,9,20.997,440.937,2/17/2019,19:11,Ewallet,5.3
201-63-8275,C,Naypyitaw,Member,Male,Sports and travel,67.99,7,23.7965,499.7265,2/17/2019,16:50,Ewallet,5.7
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2/17/2019,19:41,Cash,9.3
278-97-7759,A,Yangon,Member,Male,Electronic accessories,62.48,1,3.124,65.604,2/18/2019,20:29,Cash,4.7
652-49-6720,C,Naypyitaw,Member,Male,Electronic accessories,60.95,1,3.0475,63.9975,2/18/2019,11:40,Ewallet,5.9
597-78-7908,C,Naypyitaw,Normal,Female,Fashion accessories,90.22,3,13.533,284.193,2/18/2019,19:39,Cash,6.2
849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.299,2/18/2019,13:28,Cash,6.6
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,30.996,2/18/2019,14:42,Ewallet,4.3
787-15-1757,C,Naypyitaw,Member,Female,Health and beauty,44.07,4,8.814,185.094,2/18/2019,16:28,Ewallet,8.4
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2/18/2019,15:39,Cash,9.8
183-21-3799,C,Naypyitaw,Normal,Male,Electronic accessories,77.63,9,34.9335,733.6035,2/19/2019,15:14,Ewallet,7.2
868-06-0466,A,Yangon,Member,Male,Electronic accessories,69.58,9,31.311,657.531,2/19/2019,19:38,Credit card,7.8
886-77-9084,C,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,2/19/2019,11:33,Ewallet,5.5
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,2/19/2019,10:12,Ewallet,9.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2/19/2019,16:23,Cash,7.1
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,2/19/2019,15:07,Cash,8.4
449-16-6770,A,Yangon,Normal,Female,Health and beauty,50.79,5,12.6975,266.6475,2/19/2019,14:53,Credit card,5.3
629-42-4133,C,Naypyitaw,Normal,Female,Health and beauty,21.8,8,8.72,183.12,2/19/2019,19:24,Cash,8.3
752-23-3760,B,Mandalay,Member,Male,Sports and travel,64.08,7,22.428,470.988,2/19/2019,19:29,Credit card,7.3
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2/20/2019,18:43,Cash,5.8
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2/20/2019,15:24,Credit card,5.9
692-92-5582,B,Mandalay,Member,Female,Food and beverages,54.84,3,8.226,172.746,2/20/2019,13:27,Credit card,5.9
779-42-2410,B,Mandalay,Member,Male,Food and beverages,57.74,3,8.661,181.881,2/20/2019,13:06,Ewallet,7.7
782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2/20/2019,15:55,Credit card,9
498-41-1961,B,Mandalay,Normal,Female,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,7.6
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,16:49,Credit card,10
546-80-2899,A,Yangon,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,2/20/2019,15:29,Ewallet,9.5
848-95-6252,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,2/20/2019,13:24,Ewallet,7
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,2/20/2019,15:18,Credit card,9.9
319-74-2561,A,Yangon,Member,Male,Electronic accessories,94.64,3,14.196,298.116,2/21/2019,16:55,Cash,5.5
269-04-5750,B,Mandalay,Member,Female,Fashion accessories,73.82,4,14.764,310.044,2/21/2019,18:31,Cash,6.7
279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2/21/2019,12:38,Cash,8.2
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.215,2/21/2019,10:26,Cash,7.2
503-21-4385,B,Mandalay,Member,Female,Health and beauty,39.91,3,5.9865,125.7165,2/21/2019,12:40,Ewallet,9.3
714-02-3114,C,Naypyitaw,Normal,Male,Sports and travel,98.8,2,9.88,207.48,2/21/2019,11:39,Cash,7.7
807-14-7833,A,Yangon,Member,Male,Electronic accessories,17.42,10,8.71,182.91,2/22/2019,12:30,Ewallet,7
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2/22/2019,10:49,Cash,8.9
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,2/22/2019,18:35,Ewallet,6.6
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2/22/2019,10:43,Ewallet,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2/22/2019,18:19,Credit card,6.8
488-25-4221,C,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2/22/2019,10:36,Credit card,8.4
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,69.111,2/22/2019,15:33,Cash,4.1
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,2/22/2019,11:26,Ewallet,8.7
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,2/22/2019,12:10,Credit card,5.2
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2/22/2019,18:17,Ewallet,8.7
864-24-7918,A,Yangon,Member,Male,Sports and travel,24.49,10,12.245,257.145,2/22/2019,15:15,Cash,8.1
396-90-2219,B,Mandalay,Normal,Male,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29,Cash,8.6
831-81-6575,B,Mandalay,Member,Male,Electronic accessories,75.59,9,34.0155,714.3255,2/23/2019,11:12,Cash,8
274-05-5470,A,Yangon,Member,Female,Food and beverages,73.47,4,14.694,308.574,2/23/2019,18:30,Cash,6
695-09-5146,B,Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,2/23/2019,20:00,Ewallet,6.4
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2/23/2019,16:52,Credit card,7.9
787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.512,2/23/2019,18:45,Credit card,8.3
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,17.97,4,3.594,75.474,2/23/2019,20:43,Ewallet,6.4
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2/23/2019,19:49,Credit card,8.2
380-60-5336,A,Yangon,Normal,Male,Electronic accessories,40.26,10,20.13,422.73,2/24/2019,18:06,Credit card,5
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,2/24/2019,16:44,Cash,7.1
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,83.77,2,8.377,175.917,2/24/2019,19:57,Cash,4.6
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.012,2/24/2019,14:26,Ewallet,8.9
516-77-6464,C,Naypyitaw,Member,Female,Health and beauty,10.16,5,2.54,53.34,2/24/2019,13:08,Ewallet,4.1
186-43-8965,A,Yangon,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,2/24/2019,10:10,Credit card,4.1
315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.56,10,36.78,772.38,2/24/2019,11:38,Ewallet,8
803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,2/24/2019,10:55,Ewallet,7
692-27-8933,B,Mandalay,Normal,Male,Sports and travel,57.95,6,17.385,365.085,2/24/2019,13:02,Cash,5.2
300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,21.51,451.71,2/25/2019,11:24,Ewallet,4.8
355-53-5943,A,Yangon,Member,Male,Electronic accessories,68.84,6,20.652,433.692,2/25/2019,14:36,Ewallet,5.8
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2/25/2019,20:19,Cash,6.1
866-70-2814,B,Mandalay,Normal,Male,Electronic accessories,52.79,10,26.395,554.295,2/25/2019,11:58,Ewallet,10
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,4.9
871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13,5,23.5325,494.1825,2/25/2019,19:39,Credit card,4.8
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2/25/2019,18:45,Cash,5.8
574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2/25/2019,13:22,Ewallet,8.7
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,15:31,Cash,4.4
502-05-1910,A,Yangon,Normal,Female,Health and beauty,65.18,3,9.777,205.317,2/25/2019,20:35,Credit card,6.3
505-02-0892,B,Mandalay,Member,Female,Health and beauty,42.57,8,17.028,357.588,2/25/2019,14:12,Ewallet,5.6
636-17-0325,B,Mandalay,Normal,Female,Health and beauty,62.57,4,12.514,262.794,2/25/2019,18:37,Cash,9.5
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2/25/2019,17:16,Credit card,7.6
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2/25/2019,16:21,Cash,6
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2/25/2019,16:36,Credit card,9.5
719-89-8991,A,Yangon,Member,Male,Sports and travel,91.41,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,7.1
466-61-5506,B,Mandalay,Member,Male,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52,Cash,5.3
702-72-0487,A,Yangon,Normal,Male,Electronic accessories,46.61,2,4.661,97.881,2/26/2019,12:28,Credit card,6.6
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2/26/2019,11:48,Ewallet,7.1
491-38-3499,A,Yangon,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,2/26/2019,17:46,Credit card,4.9
518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,2/26/2019,15:10,Ewallet,4.9
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2/26/2019,20:26,Cash,5.5
477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2/26/2019,16:52,Ewallet,7.9
154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,7.9
707-32-7409,B,Mandalay,Member,Male,Sports and travel,95.54,4,19.108,401.268,2/26/2019,11:58,Ewallet,4.5
250-81-7186,C,Naypyitaw,Normal,Male,Electronic accessories,99.69,1,4.9845,104.6745,2/27/2019,10:23,Credit card,8
263-12-5321,A,Yangon,Member,Male,Electronic accessories,92.6,7,32.41,680.61,2/27/2019,12:52,Credit card,9.3
105-10-6182,A,Yangon,Member,Male,Fashion accessories,21.48,2,2.148,45.108,2/27/2019,12:22,Ewallet,6.6
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2/27/2019,16:10,Ewallet,7.6
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,19.77,10,9.885,207.585,2/27/2019,18:57,Credit card,5
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,2/27/2019,17:36,Ewallet,7.5
243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2/27/2019,11:40,Ewallet,5.1
250-17-5703,A,Yangon,Member,Male,Food and beverages,18.85,10,9.425,197.925,2/27/2019,18:24,Ewallet,5.6
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2/27/2019,15:12,Cash,9.1
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.097,485.037,2/27/2019,17:55,Cash,6.1
370-41-7321,B,Mandalay,Member,Female,Health and beauty,56.69,9,25.5105,535.7205,2/27/2019,17:24,Credit card,8.4
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06,Credit card,4.8
759-98-4285,C,Naypyitaw,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,2/27/2019,19:01,Credit card,8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2/27/2019,17:27,Cash,6.9
291-59-1384,B,Mandalay,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,2/28/2019,17:38,Cash,6
399-46-5918,C,Naypyitaw,Normal,Male,Electronic accessories,85.98,8,34.392,722.232,2/28/2019,19:01,Cash,8.2
142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2/28/2019,14:42,Cash,7.3
786-94-2700,A,Yangon,Member,Male,Food and beverages,80.62,6,24.186,507.906,2/28/2019,20:18,Cash,9.1
635-28-5728,A,Yangon,Normal,Female,Health and beauty,56,3,8.4,176.4,2/28/2019,19:33,Ewallet,4.8
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,3/13/2019,12:47,Ewallet,6.8
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.825,59.325,3/13/2019,15:45,Ewallet,9.6
655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,5.7
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,3/13/2019,19:48,Ewallet,8.2
101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,3/13/2019,19:44,Credit card,7
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,3/13/2019,14:16,Ewallet,4.6
585-03-5943,B,Mandalay,Normal,Female,Health and beauty,18.11,10,9.055,190.155,3/13/2019,11:46,Ewallet,5.9
877-22-3308,A,Yangon,Member,Female,Health and beauty,15.87,10,7.935,166.635,3/13/2019,16:40,Cash,5.8
336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91,8,25.564,536.844,3/13/2019,19:52,Credit card,4.6
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,72.88,2,7.288,153.048,3/13/2019,12:51,Cash,6.1
122-61-9553,C,Naypyitaw,Normal,Male,Electronic accessories,51.32,9,23.094,484.974,3/14/2019,19:33,Cash,5.6
169-52-4504,A,Yangon,Normal,Male,Electronic accessories,15.69,3,2.3535,49.4235,3/14/2019,14:13,Credit card,5.8
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,3/14/2019,12:32,Cash,7.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,3/14/2019,12:07,Cash,7.6
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,6
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,3/14/2019,18:10,Ewallet,4.4
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,3/14/2019,19:02,Credit card,8.5
210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.464,93.744,3/14/2019,11:16,Ewallet,4.1
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,3/14/2019,11:07,Cash,5.3
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,3/14/2019,20:35,Ewallet,6.9
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21,Credit card,7.9
499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,446.964,3/14/2019,16:45,Ewallet,5
628-90-8624,B,Mandalay,Member,Female,Health and beauty,82.58,10,41.29,867.09,3/14/2019,14:41,Cash,5
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,3/14/2019,17:54,Ewallet,5.2
808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,3/14/2019,17:22,Credit card,6.9
139-32-4183,A,Yangon,Member,Male,Sports and travel,97.48,9,43.866,921.186,3/14/2019,14:19,Ewallet,7.4
457-12-0244,C,Naypyitaw,Member,Male,Sports and travel,35.22,6,10.566,221.886,3/14/2019,13:49,Ewallet,6.5
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,3/14/2019,15:36,Credit card,9.3
542-41-0513,B,Mandalay,Member,Male,Electronic accessories,57.49,4,11.498,241.458,3/15/2019,11:57,Cash,6.6
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,18:20,Credit card,7.2
605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,3/15/2019,16:26,Ewallet,4.3
359-94-5395,B,Mandalay,Normal,Female,Health and beauty,92.78,1,4.639,97.419,3/15/2019,10:50,Credit card,9.8
565-91-4567,B,Mandalay,Normal,Female,Health and beauty,10.75,8,4.3,90.3,3/15/2019,14:38,Ewallet,6.2
595-11-5460,A,Yangon,Normal,Female,Health and beauty,96.58,2,9.658,202.818,3/15/2019,10:12,Credit card,5.1
848-62-7243,A,Yangon,Normal,Female,Health and beauty,24.89,9,11.2005,235.2105,3/15/2019,15:36,Cash,7.4
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,3/15/2019,14:04,Ewallet,6.3
273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2,2,3.32,69.72,3/15/2019,12:20,Credit card,4.4
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,3/15/2019,10:26,Cash,5.8
361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,760.452,3/15/2019,14:48,Credit card,6.5
585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,3/15/2019,13:05,Cash,5.3
711-31-1234,B,Mandalay,Normal,Male,Electronic accessories,95.64,4,19.128,401.688,3/16/2019,18:51,Cash,7.9
210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,3/16/2019,15:33,Ewallet,6.8
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,829.71,3/16/2019,19:08,Cash,9.2
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,3/16/2019,12:43,Ewallet,4.8
617-15-4209,C,Naypyitaw,Member,Female,Health and beauty,15.37,2,1.537,32.277,3/16/2019,19:47,Cash,7.2
290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,5.2
575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5,8,29,609,3/16/2019,19:25,Ewallet,9.2
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,3/16/2019,16:58,Cash,5.6
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,3/16/2019,10:11,Ewallet,6.7
662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,369.495,3/17/2019,19:06,Credit card,8.4
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.751,3/17/2019,18:58,Cash,6.4
152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,3/17/2019,11:55,Credit card,4.3
220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,3/17/2019,16:36,Cash,4.2
642-30-6693,B,Mandalay,Normal,Male,Sports and travel,54.51,6,16.353,343.413,3/17/2019,13:54,Ewallet,7.8
880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,3/17/2019,19:53,Ewallet,5.6
439-54-7422,A,Yangon,Normal,Male,Electronic accessories,51.19,4,10.238,214.998,3/18/2019,17:15,Credit card,4.7
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.599,96.579,3/18/2019,15:29,Cash,9.8
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,3/18/2019,15:52,Ewallet,8.5
263-87-5680,C,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,3/18/2019,17:38,Ewallet,7.8
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,3/18/2019,11:29,Ewallet,4.7
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,3/18/2019,13:45,Credit card,7.9
485-30-8700,A,Yangon,Normal,Male,Sports and travel,33.26,5,8.315,174.615,3/18/2019,16:10,Credit card,4.2
155-45-3814,C,Naypyitaw,Member,Male,Electronic accessories,88.55,8,35.42,743.82,3/19/2019,15:29,Ewallet,4.7
318-81-2368,C,Naypyitaw,Normal,Male,Electronic accessories,46.2,1,2.31,48.51,3/19/2019,12:16,Cash,6.3
